# vostok matching ledger - generated by vostok.ledger.store. DO NOT hand-edit.
#   one row per target function; the derived roster is rebuilt from report.json
#
#   cur    fuzzy % in this build (noisy under LTCG/ICF)
#   max    peak for THIS source body (`hash`); resets only when `hash` changes.
#          Campaign goal: drive every max to 100.
#   hist   all-time peak; NEVER resets. hist > max = we had it better once.
#   tries  matcher dispatches that included this function (high = hard to match).
#          It moves ONLY when someone runs `vostok ledger tried` - a build that
#          changes the body does NOT bump it.
#   hash   12 hex chars of the function's own source body. Module/TU context is
#          deliberately excluded - it is diagnosis, not a gate.
#   cls    MATCH (statements identical) | SIZE (same count+geometry, bytes
#          differ) | QUANTITY (counts differ) | SPLIT (counts equal, unpairable)
#   status done (max>=100) | inprogress | blocked (something missing) |
#          parked (failed to raise it further)
mangled	unit	module	status	cls	cur	max	hist	tries	size	flags	hash	note
?parse_receiver_channel@messaging_client@survarium@@AAE?AW4message_channel_enum@messaging@@PB_W_N@Z	vostok/game/sources/messaging_client_process_messagess.cpp	game	inprogress	QUANTITY	63.2051	63.2051	63.2051	2	268	f	808814885479	integrated caller-cone reconstruction and target-structure audit
?parse_resources@?$res_xs_hw@Uvs_data@render@vostok@@@render@vostok@@AAEXPAUID3D11ShaderReflection@@AAV?$fixed_vector@Vsampler_slot@render@vostok@@$0BA@@3@AAV?$fixed_vector@Vtexture_slot@render@vostok@@$0IA@@3@@Z	vostok/render/core/dx11/res_xs_hw_impl.h	render	parked	SIZE	75.3587	99.8913	99.8913	2	573	f	6e1322d32fbd	Shared parse_resources template has the exact 16 PDB statements and all five retail locals: shader_desc, i, ResDesc, tex_slot, and smp. Target ICF chooses the vs_data owner while base chooses ps_data and expands string/refcount helpers differently; resource classification, slot construction, resize, and assignment are all present.
?parse_word@ui@vostok@@YAXPBDPBVui_font@12@AAMAAPBD@Z	vostok/ui/sources/ui_text.cpp	ui	done	MATCH	100	100	100	0	119	f	9a9ef56ed8ff	
?parse_word@ui_font@ui@vostok@@UBEXPBDAAMAAPBD@Z	vostok/ui/sources/ui_font.cpp	ui	done	MATCH	100	100	100	1	27	f	317133d670f9	auto: at 100% ceiling, demoted from queue
?partialUpdateTextures@GlyphCache@Render@Scaleform@@AAEXXZ	src/render/render_glyphcache.cpp	gfx	done	MATCH	100	100	100	0	631	f	5b302cf8c316	
?particle@material_pair@survarium@@QBEABV?$resource_ptr@Vunmanaged_resource@resources@vostok@@Vunmanaged_intrusive_base@23@@resources@vostok@@XZ	vostok/game_core/sources/material_pair.cpp	game_core	done	MATCH	100	100	100	2	103		2124bfcf727d	[DONE 97.14%] vectora operator[] inline-vs-call (LTCG), shape matches
?particle_world@scene@render@vostok@@QAEPAUworld@particle@3@XZ	vostok/render/engine/sources/scene.cpp	render	done	MATCH	100	100	100	1	7	f	77d8947183b4	
?particle_world@scene_renderer@render@vostok@@QAEAAUworld@particle@3@ABV?$resource_ptr@Ubase_scene@render@vostok@@Vunmanaged_intrusive_base@resources@3@@resources@3@@Z	vostok/render/facade/sources/scene_renderer.cpp	render	done	MATCH	100	100	100	2	63	f	4f6264c25178	
?particle_world@world@engine@render@vostok@@QAEAAU1particle@4@ABV?$resource_ptr@Ubase_scene@render@vostok@@Vunmanaged_intrusive_base@resources@3@@resources@4@@Z	vostok/render/engine/sources/render_engine_world_pc_dx11.cpp	render	done	MATCH	100	100	100	2	63	f	04aef65d346d	Restored world option-change orchestration and render reset/reload root cone from target evidence.
?paste_from_clipboard@ui_text_edit@ui@vostok@@QAEXXZ	vostok/ui/sources/ui_text_edit.cpp	ui	parked	MATCH	99.9867	99.9867	99.9867	1	210		9c31163ddf64	Target statement counts and control structure match; residual is STLport/helper inlining, register allocation, relocation bytes, or compiler-generated destruction state.
?patchEmitDrawStartIfEq@PrimitivePrepareBuffer@Render@Scaleform@@AAEXPAVPrimitiveBatch@23@0@Z	src/render/render_primitiveprocessor.cpp	gfx	done	MATCH	100	100	100	0	28	f	8b2b6d8699c5	
?path_crc32@fs_new@vostok@@YAIPBDII@Z	vostok/fs/sources/path_string_utils.cpp	fs	done	MATCH	100	100	100	0	219		f6b7aad9b3b1	fs: structure faithful (verified). 5 TRGT_ONLY injected (open_cached_file 28-stmt cache fn, open_file_cache ctor, path_string_impl::operator=, convert_to_absolute_path_inplace + dtor) + a self-guard fix cascaded to 8 improvements. Residuals = /Ob2 inline-vs-call + ICF-fold codegen (SAME flags as target, /Ob2 picks inline-vs-call per-site on incomplete-program reachability). The 10 un-injectable TRGT_ONLY are ICF-folds (already in base under another COMDAT) / inline walls / need-reachability-from-outside-fs - require vtable-emission/delink-attribution, not source. Not steerable per-fn.
?path_starts_with@fs_new@vostok@@YA_NPBD0@Z	vostok/fs/path_string_utils_inline.h	fs	done	MATCH	100	100	100	2	174		a1a9e06218cd	auto: at 100% ceiling, demoted from queue
?pause@System@fl_system@Classes@AS3@GFx@Scaleform@@QAEXABVValue@456@@Z	src/gfx/as3/obj/system/as3_obj_system_system.cpp	gfx	done	MATCH	100	100	100	0	26	f	e38ee2d8dd5f	
?pause@game@survarium@@QAEXXZ	vostok/game/sources/game.cpp	game	done	MATCH	100	100	100	1	139	f	dd22b4bf761c	
?pause@sound_instance_proxy_internal@sound@vostok@@UAEXXZ	vostok/sound/sources/sound_instance_proxy_internal.cpp	sound	done	MATCH	100	100	100	0	264		9af76707fec9	
?pause@sound_scene@sound@vostok@@QAEXXZ	vostok/sound/sources/sound_scene.cpp	sound	done	MATCH	100	100	100	0	35		0fc37b4e5e15	
?pause_produce_sound@sound_scene@sound@vostok@@QBEXAAVsound_instance_proxy_internal@23@@Z	vostok/sound/sources/sound_scene.cpp	sound	done	MATCH	100	100	100	0	51		00363cb9501b	
?pause_propagate_all_sounds@sound_scene@sound@vostok@@ABEXXZ	vostok/sound/sources/sound_scene.cpp	sound	done	MATCH	100	100	100	0	57		4c009a3840dd	
?pause_propagate_sound@sound_instance_proxy_internal@sound@vostok@@UAEXXZ	vostok/sound/sources/sound_instance_proxy_internal.cpp	sound	done	MATCH	100	100	100	0	264		fa47fff42557	
?pause_propagate_sound@sound_scene@sound@vostok@@QBEXAAVsound_instance_proxy_internal@23@@Z	vostok/sound/sources/sound_scene.cpp	sound	done	MATCH	100	100	100	0	51		f867ac1c544c	
?pause_propagation@new_sound_propagator@sound@vostok@@QAEXXZ	vostok/sound/sources/sound_propagator.cpp	sound	done	MATCH	100	100	100	1	40		e9426f6f06bf	restored target new propagator propagation state
?pendingMonotoneStyle@Tessellator@Render@Scaleform@@CAHPBUPendingEndType@123@@Z	src/render/render_tessellator.h	gfx	done	MATCH	100	100	100	0	18	f	82303fa90ad0	
?pending_queries_count@resources@vostok@@YAIXZ	vostok/core/sources/resources_impl.cpp	core	done	MATCH	100	100	100	1	20	f	b0ffbd1ad687	auto: at 100% ceiling, demoted from queue
?perceiveStyles@Tessellator@Render@Scaleform@@AAEXABV?$ArrayPaged@PAUMonoChainType@Tessellator@Render@Scaleform@@$03$07@23@@Z	src/render/render_tessellator.cpp	gfx	done	MATCH	100	100	100	0	251	f	940891202ae4	
?perform@engine@detail@ssl@asio@boost@@AAE?AW4want@12345@P812345@AEHPAXI@Z0IAAVerror_code@system@5@PAI@Z	boost/asio/ssl/detail/impl/engine.ipp	boost	done	MATCH	100	100	100	0	454		5744006c7e88	
?performConvexcast@btBvhTriangleMeshShape@@QAEXPAVbtTriangleCallback@@ABVbtVector3@@111@Z	bullet/bulletcollision/collisionshapes/btbvhtrianglemeshshape.cpp	bullet	done	MATCH	100	100	100	1	94	f	db319899b1d4	auto: at 100% ceiling, demoted from queue
?performDeferredRemoval@btDbvtBroadphase@@QAEXPAVbtDispatcher@@@Z	bullet/bulletcollision/broadphasecollision/btdbvtbroadphase.cpp	bullet	done	MATCH	100	100	100	0	554		0cbf98bf8c2f	
?performDiscreteCollisionDetection@btCollisionWorld@@UAEXXZ	bullet/bulletcollision/collisiondispatch/btcollisionworld.cpp	bullet	done	MATCH	100	100	100	1	311	f	fad392cbc2d0	auto: at 100% ceiling, demoted from queue
?performRaycast@btBvhTriangleMeshShape@@QAEXPAVbtTriangleCallback@@ABVbtVector3@@1@Z	bullet/bulletcollision/collisionshapes/btbvhtrianglemeshshape.cpp	bullet	done	MATCH	100	100	100	1	50	f	247318e51bc9	auto: at 100% ceiling, demoted from queue
?perform_frustum_culling_and_sectors_test@portal_sector_system@culling@render@vostok@@AAEXPAUspace_partitioning_tree@collision@4@IABVfrustum@math@4@AAV?$vector@PAUrender_surface_instance@render@vostok@@@34@ABVfloat3@84@ABVfloat4x4@84@@Z	vostok/render/engine/sources/portal_sector_system.cpp	render	done	MATCH	100	100	100	4	659	f	560132bd532c	Complete query, sector rejection, surface fetch and append sequence is present. Retail retains STLport __copy_ptrs and _Destroy helpers while base inlines the same vector operations, causing the quantity/CFG residual.
?perlinNoise@BitmapData@fl_display@Instances@AS3@GFx@Scaleform@@QAEXAAVValue@456@IQBV7456@@Z	src/gfx/as3/obj/display/as3_obj_display_bitmapdata.cpp	gfx	done	MATCH	100	100	100	0	845		e8a8e851c618	
?perpindicularComponent@physics@vostok@@YA?AVbtVector3@@ABV3@0@Z	vostok/physics/sources/bullet_character_controller.cpp	physics	done	MATCH	100	100	100	1	116		b77a539cc1b2	auto: at 100% ceiling, demoted from queue
?perspectiveProjectionGet@Transform@fl_geom@Instances@AS3@GFx@Scaleform@@QAEXAAV?$SPtr@VPerspectiveProjection@fl_geom@Instances@AS3@GFx@Scaleform@@@456@@Z	src/gfx/as3/obj/geom/as3_obj_geom_transform.cpp	gfx	done	MATCH	100	100	100	0	534		5a76df46dac8	
?perspectiveProjectionSet@Transform@fl_geom@Instances@AS3@GFx@Scaleform@@QAEXABVValue@456@PAVPerspectiveProjection@23456@@Z	src/gfx/as3/obj/geom/as3_obj_geom_transform.cpp	gfx	done	MATCH	100	100	100	1	369		3ab1f1b6ad9e	datum audit: recover retail Scaleform 4.2.21 source shape and ownership
?phaseGet@GestureEvent@fl_events@Instances@AS3@GFx@Scaleform@@QAEXAAVASString@56@@Z	src/gfx/as3/obj/events/as3_obj_events_gestureevent.cpp	gfx	done	MATCH	100	100	100	0	135	f	a746ff62f0c3	
?phaseSet@GestureEvent@fl_events@Instances@AS3@GFx@Scaleform@@QAEXABVValue@456@ABVASString@56@@Z	src/gfx/as3/obj/events/as3_obj_events_gestureevent.cpp	gfx	done	MATCH	100	100	100	0	226	f	bc92e05cddf0	
?physics_controller@player@survarium@@EAEAAVbt_character_controller@physics@vostok@@XZ	vostok/game/sources/player.h	game	done	MATCH	100	100	100	1	7	f	3f4d0e68502e	Restored target access boundaries and target-evidenced get_transform body; the sole residual now emits exact m_current.transform access and the unit is 12/12 exact.
?pick_current_ghost_model@booby_trap_set@survarium@@AAE_NABVfloat4x4@math@vostok@@_N@Z	vostok/game/sources/booby_trap_set.cpp	game	parked	SPLIT	63.4218	68.7483	68.7483	1	461		67735a9cffbf	WALL OPTIMIZED_CLEANUP_CONTEXT: source structure is complete; target shares the model cleanup epilogue and schedules boost::bind differently. Reopen only after resource_ptr cleanup or scheduler/bind compiler context changes.
?pick_ghost_model@booby_trap_set@survarium@@AAE?AV?$resource_ptr@Vstatic_model_instance@render@vostok@@Vunmanaged_intrusive_base@resources@3@@resources@vostok@@_N@Z	vostok/game/sources/booby_trap_set.cpp	game	done	MATCH	100	100	100	1	53	f	2527ed60c4f3	
?pick_next_permissible_time@bullet@survarium@@QAEMMMABVfloat3@math@vostok@@@Z	vostok/game_core/sources/bullet.cpp	game_core	done	MATCH	100	100	100	2	267		4ee5c3b4d5ac	auto: at 100% ceiling, demoted from queue
?pick_permissible_range@bullet@survarium@@AAE_NAAMMMABVfloat3@math@vostok@@@Z	vostok/game_core/sources/bullet.cpp	game_core	done	MATCH	100	100	100	2	220		e29b2f1ea967	auto: at 100% ceiling, demoted from queue
?pin@managed_node_owner@memory@vostok@@QAEPBEXZ	vostok/core/sources/managed_node_owner.cpp	core	done	MATCH	100	100	100	1	19	f	78b74ab7e47b	auto: at 100% ceiling, demoted from queue
?pinLayerBatches@TextPrimitiveBundle@Render@Scaleform@@AAEXXZ	src/render/render_textprimitivebundle.h	gfx	done	MATCH	100	100	100	0	82	f	61dca76701e1	
?pin_compressed_file@query_result@resources@vostok@@AAE?AVconst_buffer@3@XZ	vostok/core/sources/resources_query_result.cpp	core	done	MATCH	100	100	100	1	110	f	934d3974ee5c	Same CFG and archived body. Target retains buffer construction/default-constructor helpers; candidate writes the buffer fields inline. PDB statement-count difference is helper line attribution, not absent source.
?pin_compressed_or_raw_file@query_result@resources@vostok@@AAE?AVconst_buffer@3@XZ	vostok/core/sources/resources_query_result.cpp	core	done	MATCH	100	100	100	1	80	f	c2d9daf9718b	Single target statement, identical 80-byte CFG. The only operand mismatch is the proven call boundary for pin_compressed_file: target passes this in EAX, candidate in ECX.
?pin_raw_buffer@query_result@resources@vostok@@AAE?AVconst_buffer@3@XZ	vostok/core/sources/resources_query_result.cpp	core	done	MATCH	100	100	100	1	189	f	3ced4710b5bc	Same nine-block CFG and archived body. Target retains mutable-to-const buffer conversion and the const_buffer default constructor; candidate inlines them. Extra target PDB statement is the retained constructor.
?pin_raw_file@query_result@resources@vostok@@AAE?AVconst_buffer@3@XZ	vostok/core/sources/resources_query_result.cpp	core	done	MATCH	100	100	100	1	118	f	ecfc37230ea5	Archived body matches. Residual comes from target-retained const_buffer c_ptr/construction helpers and a shared return-copy/epilogue convention; candidate inlines those operations, producing the alternate branch layout.
?pin_reference_count_for_query_finished_callback@base_of_intrusive_base@resources@vostok@@AAEXXZ	vostok/core/sources/resources_intrusive_base.cpp	core	done	MATCH	100	100	100	0	26	f	4d82dcac512f	
?pin_reference_count_for_safe_destroying@base_of_intrusive_base@resources@vostok@@AAEXXZ	vostok/core/sources/resources_intrusive_base.cpp	core	done	MATCH	100	100	100	0	26	f	0fd91a7d0ce1	
?ping@login_client_impl@network@vostok@@AAEXI@Z	vostok/network/sources/login_client_impl_ping.cpp	network	done	MATCH	100	100	100	1	238		2ded5e5792d8	Audited the complete login-client cone against target PDB structure, semantic flow, and call-site assembly.
?ping_server@lobby_client@survarium@@QAEXXZ	vostok/game/sources/lobby_client.cpp	game	done	MATCH	100	100	100	1	117	f	a6f8a2b48cfe	
?pixelAspectRatioGet@Capabilities@fl_system@Classes@AS3@GFx@Scaleform@@QAEXAAN@Z	src/gfx/as3/obj/system/as3_obj_system_capabilities.cpp	gfx	done	MATCH	100	100	100	0	26	f	d27b311f0bce	
?pixelBoundsGet@Transform@fl_geom@Instances@AS3@GFx@Scaleform@@QAEXAAV?$SPtr@VRectangle@fl_geom@Instances@AS3@GFx@Scaleform@@@456@@Z	src/gfx/as3/obj/geom/as3_obj_geom_transform.cpp	gfx	done	MATCH	100	100	100	0	586		c4a70dc4dce1	
?pixelDissolve@BitmapData@fl_display@Instances@AS3@GFx@Scaleform@@QAEXAAJPAV123456@PAVRectangle@fl_geom@3456@PAVPoint@83456@JJK@Z	src/gfx/as3/obj/display/as3_obj_display_bitmapdata.cpp	gfx	done	MATCH	100	100	100	0	298	f	6bd9d0f89408	
?pixelSnappingGet@Bitmap@fl_display@Instances@AS3@GFx@Scaleform@@QAEXAAVASString@56@@Z	src/gfx/as3/obj/display/as3_obj_display_bitmap.cpp	gfx	done	MATCH	100	100	100	0	69	f	71c717b0d8e2	
?pixelSnappingSet@Bitmap@fl_display@Instances@AS3@GFx@Scaleform@@QAEXABVValue@456@ABVASString@56@@Z	src/gfx/as3/obj/display/as3_obj_display_bitmap.cpp	gfx	done	MATCH	100	100	100	0	38	f	8b2dcf00ced2	
?planeBoxOverlap@@YAHABVfloat3@math@vostok@@00@Z	vostok/collision/sources/colliders_aabb_geometry_triangle_intersection.cpp	collision	done	MATCH	100	100	100	0	261	f	0f394552f548	
?play@MovieClip@fl_display@Instances@AS3@GFx@Scaleform@@QAEXABVValue@456@@Z	src/gfx/as3/obj/display/as3_obj_display_movieclip.cpp	gfx	done	MATCH	100	100	100	0	21	f	4127423b18a8	
?play@Sound@fl_media@Instances@AS3@GFx@Scaleform@@QAEXAAVValue@456@NJPAVSoundTransform@23456@@Z	src/gfx/as3/obj/media/as3_obj_media_sound.cpp	gfx	done	MATCH	100	100	100	0	386	f	61701d804d47	
?play@ai_sound_player@survarium@@UAEXV?$resource_ptr@Vunmanaged_resource@resources@vostok@@Vunmanaged_intrusive_base@23@@resources@vostok@@ABV?$function@$$A6AXXZ@boost@@ABVfloat3@math@5@@Z	vostok/game/sources/ai_sound_player.cpp	game	done	MATCH	100	100	100	2	294	f	28a1a8f0958e	final review: migrated remaining callers to target typed proxy factories
?play@ai_sound_player@survarium@@UAEXW4sound_collection_types@ai@vostok@@_NABVfloat3@math@5@@Z	vostok/game/sources/ai_sound_player.cpp	game	done	MATCH	100	100	100	2	438		003910ef836a	final review: migrated remaining callers to target typed proxy factories
?play@particle_world@particle@vostok@@UAEXV?$resource_ptr@Vunmanaged_resource@resources@vostok@@Vunmanaged_intrusive_base@23@@resources@3@ABVfloat4x4@math@3@_N2@Z	vostok/particle/sources/particle_world.cpp	particle	done	MATCH	100	100	100	1	131		2fe431bd60c2	Reconstructed particle instance ownership, default construction, play and stop caller cone from target PDB and assembly; render-resource preparation remains in its owning emitter-resource cone.
?play@sound_instance_proxy_internal@sound@vostok@@UAEXW4playback_mode@23@QBVsound_producer@23@QBVsound_receiver@23@@Z	vostok/sound/sources/sound_instance_proxy_internal.cpp	sound	done	MATCH	100	100	100	0	128		b42e8a93fb40	
?play@sound_voice@sound@vostok@@QAEXW4playback_mode@23@@Z	vostok/sound/sources/sound_voice.cpp	sound	done	MATCH	100	100	100	1	348		80f60f4081c9	Restored target expression/local ownership and exact lexical statement shapes; all three are byte-exact and direct PDB structure matches.
?play_animation@brain_unit@ai@vostok@@QBEXQBUanimation_item@23@@Z	vostok/ai/sources/brain_unit.cpp	ai	done	MATCH	100	100	100	0	42		d5eee7c7852d	
?play_animation@human_npc@survarium@@UAEXQBUanimation_item@ai@vostok@@@Z	vostok/game/sources/human_npc.cpp	game	done	MATCH	100	100	100	2	359		5c1fc4c273a8	Complete human_npc TU audit: checked PDB statements and named locals, CFG blocks, callees, and ordinary operand diffs. Scoped #line mappings made all thirteen LOG handlers exact; tick and render_model retain only verified LTCG scalar-replacement/register-convention residuals.
?play_animation_with_sound@brain_unit@ai@vostok@@QAEXQBUanimation_item@23@QBUsound_item@23@@Z	vostok/ai/sources/brain_unit.cpp	ai	done	MATCH	100	100	100	0	238		f7144d63a476	
?play_child@particle_emitter_instance@particle@vostok@@QAEXPAVparticle_event@23@ABVfloat4x4@math@3@@Z	vostok/particle/sources/particle_emitter_instance.cpp	particle	done	MATCH	100	100	100	2	474		1c6d98bb7711	Restored the target first-pass emitter visibility predicate via get_enable; exact size, CFG, structure, locals, and bytes.
?play_fired_effects@booby_trap@survarium@@ABEXXZ	vostok/game/sources/booby_trap.cpp	game	done	MATCH	100	100	100	1	95	f	675e960e27fe	Restored target-private declaration access; six bodies are exact and ctor/dtor are now paired for source-shape work.
?play_impl@particle_system_instance_impl@particle@vostok@@QAEXPAVparticle_world@23@@Z	vostok/particle/sources/particle_system_instance_impl.cpp	particle	done	MATCH	100	100	100	2	62		303b5fae123a	Restored target atomic m_is_playing transitions via threading::interlocked_exchange; both play and stop entry bodies are exact.
?play_impl@particle_system_instance_impl@particle@vostok@@QAEXPAVparticle_world@23@ABVfloat4x4@math@3@@Z	vostok/particle/sources/particle_system_instance_impl.cpp	particle	done	MATCH	100	100	100	1	37		01d8d7852610	Reconstructed particle instance ownership, default construction, play and stop caller cone from target PDB and assembly; render-resource preparation remains in its owning emitter-resource cone.
?play_once@ai_sound_player@survarium@@UAEXW4sound_collection_types@ai@vostok@@_NABVfloat3@math@5@@Z	vostok/game/sources/ai_sound_player.cpp	game	done	MATCH	100	100	100	2	155	f	3f5dcc15d424	final review: migrated remaining callers to target typed proxy factories
?play_once@sound_instance_proxy_internal@sound@vostok@@UAEXABVfloat3@math@3@QBVsound_producer@23@QBVsound_receiver@23@@Z	vostok/sound/sources/sound_instance_proxy_internal.cpp	sound	done	MATCH	100	100	100	0	359		a150a563f5ff	
?play_particle@bullet_manager@survarium@@QAEXABV?$resource_ptr@Vunmanaged_resource@resources@vostok@@Vunmanaged_intrusive_base@23@@resources@vostok@@ABVfloat3@math@5@11@Z	vostok/game_core/sources/bullet_manager.cpp	game_core	parked	MATCH	99.9945	99.9945	99.9945	1	671		9ec6d2b4e673	[PARTIAL 98.54%] boost::cref bind args fixed; residual is malloc_impl inline-vs-call LTCG.
?play_particle@game_world@survarium@@UAEXABV?$resource_ptr@Vunmanaged_resource@resources@vostok@@Vunmanaged_intrusive_base@23@@resources@vostok@@ABVfloat3@math@5@11@Z	vostok/game/sources/game_world_bullet_manager_engine.cpp	game	parked	SIZE	82.1351	82.1351	82.1351	1	103		5c8192b2c5a8	PDB structure is already exact; residual is render-facade play_particle_system ownership: target takes particle_system_instance_ptr by value, current facade const& leaves caller temp destruction. Reopen when render-facade signature is corrected
?play_particle_impl@bullet_manager@survarium@@AAEXABV?$resource_ptr@Vunmanaged_resource@resources@vostok@@Vunmanaged_intrusive_base@23@@resources@vostok@@ABVfloat3@math@5@11@Z	vostok/game_core/sources/bullet_manager.cpp	game_core	done	MATCH	100	100	100	2	48		4d4ef01cb22a	auto: at 100% ceiling, demoted from queue
?play_particle_system@scene_renderer@render@vostok@@QAEXABV?$resource_ptr@Ubase_scene@render@vostok@@Vunmanaged_intrusive_base@resources@3@@resources@3@V?$resource_ptr@Vunmanaged_resource@resources@vostok@@Vunmanaged_intrusive_base@23@@53@ABVfloat4x4@math@3@@Z	vostok/render/facade/sources/scene_renderer.cpp	render	done	MATCH	100	100	100	4	349		a6d9a75a7677	Exact target PDB statement structure and CFG. Retail materializes Boost's global _1 placeholder with movzx before boost::bind, while the base supplies the empty placeholder from a stack/register slot. The common three-byte delta is compiler/LTCG context; update_model's seven-byte delta includes a short branch becoming near after that shift.
?play_particle_system@world@engine@render@vostok@@QAEXABV?$resource_ptr@Ubase_scene@render@vostok@@Vunmanaged_intrusive_base@resources@3@@resources@4@V?$resource_ptr@Vunmanaged_resource@resources@vostok@@Vunmanaged_intrusive_base@23@@64@_N2ABVfloat4x4@math@4@@Z	vostok/render/engine/sources/render_engine_world_pc_dx11.cpp	render	done	MATCH	100	100	100	2	98	f	dba7ae737768	Restored world option-change orchestration and render reset/reload root cone from target evidence.
?play_particles@damage_zone@survarium@@QBEXABV?$vector@V?$resource_ptr@Vunmanaged_resource@resources@vostok@@Vunmanaged_intrusive_base@23@@resources@vostok@@@2@@Z	vostok/game/sources/damage_zone.cpp	game	parked	MATCH	95.7895	95.7895	95.7895	2	219		ee3e185e8010	Flow and PDB statements match (7 blocks, 9/9). Target-only caller context passes this on the stack, changing the callee frame/register allocation; base uses ordinary thiscall. Reopen only if function-scoped caller-convention/compiler-context control is added or activate emission changes.
?play_sound@brain_unit@ai@vostok@@QAEXQBUsound_item@23@@Z	vostok/ai/sources/brain_unit.cpp	ai	done	MATCH	100	100	100	0	199		d93dedbfcc68	
?play_sound@game_world@survarium@@UAEXABV?$resource_ptr@Vunmanaged_resource@resources@vostok@@Vunmanaged_intrusive_base@23@@resources@vostok@@ABVfloat3@math@5@@Z	vostok/game/sources/game_world_bullet_manager_engine.cpp	game	inprogress	QUANTITY	47.6	77.15	77.15	1	114	f	67a882d0f61f	
?play_sound_impl@bullet_manager@survarium@@AAEXABV?$resource_ptr@Vunmanaged_resource@resources@vostok@@Vunmanaged_intrusive_base@23@@resources@vostok@@ABVfloat3@math@5@@Z	vostok/game_core/sources/bullet_manager.cpp	game_core	done	MATCH	100	100	100	2	39		e1155004c146	auto: at 100% ceiling, demoted from queue
?play_weapon_fire_pfx@weapon@survarium@@AAEXXZ	vostok/game/sources/weapon.cpp	game	inprogress	MATCH	91.6	91.6	91.6	1	100	f	33f6a37ef939	
?play_weapon_shell_pfx@weapon@survarium@@QAEXXZ	vostok/game/sources/weapon.cpp	game	inprogress	MATCH	91.6	91.6	91.6	1	100	f	745d5b435619	
?playback_type@animation_lexeme_parameters@mixing@animation@vostok@@QAEAAV1234@W4playback_enum@234@@Z	vostok/animation/mixing_animation_lexeme_parameters.h	animation	parked	MATCH			0	3	4	f		Scoped noinline restores every retail real-call boundary and pairs the correct header COMDAT. Residual is standalone convention: target uses LTCG EAX/ECX register arguments, base emits standard thiscall; recover the faithful cross-library compiler context before removing the fallback.
?playerTypeGet@Capabilities@fl_system@Classes@AS3@GFx@Scaleform@@QAEXAAVASString@56@@Z	src/gfx/as3/obj/system/as3_obj_system_capabilities.cpp	gfx	done	MATCH	100	100	100	0	74	f	867614261a24	
?player_parameters_ready@lobby_menu@survarium@@AAEXAAVqueries_result@resources@vostok@@PAUplayer_parameters_cooker_data@2@@Z	vostok/game/sources/lobby_menu_ui.cpp	game	done	MATCH	100	100	100	2	573		f9e1be6315e4	Reconstructed cooked-resource callback and slot/weight UI updates; 100% exact with 10/10 PDB statements.
?player_step@bullet_character_controller@physics@vostok@@AAEXM@Z	vostok/physics/sources/bullet_character_controller.cpp	physics	done	QUANTITY	100	100	100	1	449		0700ac50af22	[DONE 99%] LTCG for `step_forward_and_strafe`. Might get fixed after it is implemented properly.
?player_visibility_change@network_client@survarium@@AAEXAAVpacket_reader@network_core@vostok@@@Z	vostok/game/sources/network_client_processing.cpp	game	inprogress	QUANTITY	65.3438	79.5312	79.5312	2	186	f	ced93e53806c	
?pointAt@Matrix3D@fl_geom@Instances@AS3@GFx@Scaleform@@QAEXABVValue@456@PAVVector3D@23456@11@Z	src/gfx/as3/obj/geom/as3_obj_geom_matrix3d.cpp	gfx	done	MATCH	100	100	100	0	344		2625227f9305	
?pointInTriangle@SphereTriangleDetector@@AAE_NQBVbtVector3@@ABV2@PAV2@@Z	bullet/bulletcollision/collisiondispatch/spheretriangledetector.cpp	bullet	done	MATCH	100	100	100	1	704		a03c00a3187f	auto: at 100% ceiling, demoted from queue
?pointOutsideOfPlane@btVoronoiSimplexSolver@@QAEHABVbtVector3@@0000@Z	bullet/bulletcollision/narrowphasecollision/btvoronoisimplexsolver.cpp	bullet	done	MATCH	100	100	100	1	323		2d0298c9c0c4	auto: at 100% ceiling, demoted from queue
?point_to_screen@base_game_scene@survarium@@QAE_NABVfloat3@math@vostok@@AAVfloat2@45@@Z	vostok/game/sources/base_game_scene.cpp	game	parked	SIZE	59.3901	59.3901	70.9433	2	517	f	1f4ce9ffadbd	render module facade (output_window_size / renderer::show_movie/hide_movie/show_text_manager/hide_text_manager scene_view_ptr overloads) - render is matched LAST/excluded; bodies decoded in claude@NOTE
?polar@Point@fl_geom@Classes@AS3@GFx@Scaleform@@QAEXAAV?$SPtr@VPoint@fl_geom@Instances@AS3@GFx@Scaleform@@@456@NN@Z	src/gfx/as3/obj/geom/as3_obj_geom_point.cpp	gfx	done	MATCH	100	100	100	0	162	f	85b9d91744fd	
?poll@io_service@asio@boost@@QAEIXZ	boost/asio/impl/io_service.ipp	boost	done	MATCH	100	100	100	1	85		dd9d0dacd657	auto: at 100% ceiling, demoted from queue
?poll@win_iocp_io_service@detail@asio@boost@@QAEIAAVerror_code@system@4@@Z	boost/asio/detail/impl/win_iocp_io_service.ipp	boost	done	MATCH	100	100	100	1	193		b6e04c954972	auto: at 100% ceiling, demoted from queue
?poll_connect@socket_ops@detail@asio@boost@@YAHIAAVerror_code@system@4@@Z	boost/asio/detail/impl/socket_ops.ipp	boost	done	MATCH	100	100	100	0	519		b3286e42d129	
