rva	name	size	type	comment
0x995e04	DAT_009a5e04	0x24	EH::FuncInfo	reviewed retail metadata: MSVC90 FuncInfo header proves its 0x24-byte extent
0x995e28	DAT_009a5e28	0x8	EH::UnwindMapEntry	reviewed retail metadata: FuncInfo 0x995e30 states=1 points to this unwind map
0x995e30	DAT_009a5e30	0x24	EH::FuncInfo	reviewed retail metadata: MSVC90 FuncInfo header proves its 0x24-byte extent
0x995e54	DAT_009a5e54	0x8	EH::UnwindMapEntry	reviewed retail metadata: FuncInfo 0x995e5c states=1 points to this unwind map
0x995e5c	DAT_009a5e5c	0x24	EH::FuncInfo	reviewed retail metadata: MSVC90 FuncInfo header proves its 0x24-byte extent
0x995e80	DAT_009a5e80	0x10	EH::UnwindMapEntry[2]	reviewed retail metadata: FuncInfo 0x995e90 states=2 points to this unwind map
0x995e90	DAT_009a5e90	0x24	EH::FuncInfo	reviewed retail metadata: MSVC90 FuncInfo header proves its 0x24-byte extent
0x995eb4	DAT_009a5eb4	0x18	EH::UnwindMapEntry[3]	reviewed retail metadata: FuncInfo 0x995ecc states=3 points to this unwind map
0x995ecc	DAT_009a5ecc	0x24	EH::FuncInfo	reviewed retail metadata: MSVC90 FuncInfo header proves its 0x24-byte extent
0x995ef0	DAT_009a5ef0	0x8	EH::UnwindMapEntry	reviewed retail metadata: FuncInfo 0x995ef8 states=1 points to this unwind map
0x995ef8	DAT_009a5ef8	0x24	EH::FuncInfo	reviewed retail metadata: MSVC90 FuncInfo header proves its 0x24-byte extent
0x995f1c	DAT_009a5f1c	0x8	EH::UnwindMapEntry	reviewed retail metadata: FuncInfo 0x995f24 states=1 points to this unwind map
0x995f24	DAT_009a5f24	0x24	EH::FuncInfo	reviewed retail metadata: MSVC90 FuncInfo header proves its 0x24-byte extent
0x995f48	DAT_009a5f48	0x8	EH::UnwindMapEntry	reviewed retail metadata: FuncInfo 0x995f50 states=1 points to this unwind map
0x995f50	DAT_009a5f50	0x24	EH::FuncInfo	reviewed retail metadata: MSVC90 FuncInfo header proves its 0x24-byte extent
0x995f74	DAT_009a5f74	0x8	EH::UnwindMapEntry	reviewed retail metadata: FuncInfo 0x995f7c states=1 points to this unwind map
0x995f7c	DAT_009a5f7c	0x24	EH::FuncInfo	reviewed retail metadata: MSVC90 FuncInfo header proves its 0x24-byte extent
0x995fa0	DAT_009a5fa0	0x8	EH::UnwindMapEntry	reviewed retail metadata: FuncInfo 0x995fa8 states=1 points to this unwind map
0x995fa8	DAT_009a5fa8	0x24	EH::FuncInfo	reviewed retail metadata: MSVC90 FuncInfo header proves its 0x24-byte extent
0x995fcc	DAT_009a5fcc	0x8	EH::UnwindMapEntry	reviewed retail metadata: FuncInfo 0x995fd4 states=1 points to this unwind map
0x995fd4	DAT_009a5fd4	0x24	EH::FuncInfo	reviewed retail metadata: MSVC90 FuncInfo header proves its 0x24-byte extent
0x995ff8	DAT_009a5ff8	0x24	EH::FuncInfo	reviewed retail metadata: MSVC90 FuncInfo header proves its 0x24-byte extent
0x99601c	DAT_009a601c	0xb0	EH::UnwindMapEntry[22]	reviewed retail metadata: FuncInfo 0x995ff8 states=22 points to this unwind map
0x9960cc	DAT_009a60cc	0x24	EH::FuncInfo	reviewed retail metadata: MSVC90 FuncInfo header proves its 0x24-byte extent
0x9960f0	DAT_009a60f0	0x90	EH::UnwindMapEntry[18]	reviewed retail metadata: FuncInfo 0x9960cc states=18 points to this unwind map
0x996180	DAT_009a6180	0x10	EH::UnwindMapEntry[2]	reviewed retail metadata: FuncInfo 0x996190 states=2 points to this unwind map
0x996190	DAT_009a6190	0x24	EH::FuncInfo	reviewed retail metadata: MSVC90 FuncInfo header proves its 0x24-byte extent
0x9961b4	DAT_009a61b4	0x8	EH::UnwindMapEntry	reviewed retail metadata: FuncInfo 0x9961bc states=1 points to this unwind map
0x9961bc	DAT_009a61bc	0x24	EH::FuncInfo	reviewed retail metadata: MSVC90 FuncInfo header proves its 0x24-byte extent
0x9961e0	DAT_009a61e0	0x18	EH::UnwindMapEntry[3]	reviewed retail metadata: FuncInfo 0x9961f8 states=3 points to this unwind map
0x9961f8	DAT_009a61f8	0x24	EH::FuncInfo	reviewed retail metadata: MSVC90 FuncInfo header proves its 0x24-byte extent
0x99621c	DAT_009a621c	0x10	EH::UnwindMapEntry[2]	reviewed retail metadata: FuncInfo 0x99622c states=2 points to this unwind map
0x99622c	DAT_009a622c	0x24	EH::FuncInfo	reviewed retail metadata: MSVC90 FuncInfo header proves its 0x24-byte extent
0x996250	DAT_009a6250	0x24	EH::FuncInfo	reviewed retail metadata: MSVC90 FuncInfo header proves its 0x24-byte extent
0x996274	DAT_009a6274	0xa8	EH::UnwindMapEntry[21]	reviewed retail metadata: FuncInfo 0x996250 states=21 points to this unwind map
0x99631c	DAT_009a631c	0x24	EH::FuncInfo	reviewed retail metadata: MSVC90 FuncInfo header proves its 0x24-byte extent
0x996340	DAT_009a6340	0xb0	EH::UnwindMapEntry[22]	reviewed retail metadata: FuncInfo 0x99631c states=22 points to this unwind map
0x9963f0	DAT_009a63f0	0x24	EH::FuncInfo	reviewed retail metadata: MSVC90 FuncInfo header proves its 0x24-byte extent
0x996414	DAT_009a6414	0xa8	EH::UnwindMapEntry[21]	reviewed retail metadata: FuncInfo 0x9963f0 states=21 points to this unwind map
0x9964bc	DAT_009a64bc	0x10	EH::UnwindMapEntry[2]	reviewed retail metadata: FuncInfo 0x9964cc states=2 points to this unwind map
0x9964cc	DAT_009a64cc	0x24	EH::FuncInfo	reviewed retail metadata: MSVC90 FuncInfo header proves its 0x24-byte extent
0x9964f0	DAT_009a64f0	0x10	EH::UnwindMapEntry[2]	reviewed retail metadata: FuncInfo 0x996500 states=2 points to this unwind map
0x996500	DAT_009a6500	0x24	EH::FuncInfo	reviewed retail metadata: MSVC90 FuncInfo header proves its 0x24-byte extent
0x996524	DAT_009a6524	0x8	EH::UnwindMapEntry	reviewed retail metadata: FuncInfo 0x99652c states=1 points to this unwind map
0x99652c	DAT_009a652c	0x24	EH::FuncInfo	reviewed retail metadata: MSVC90 FuncInfo header proves its 0x24-byte extent
0x996550	DAT_009a6550	0x8	EH::UnwindMapEntry	reviewed retail metadata: FuncInfo 0x996558 states=1 points to this unwind map
0x996558	DAT_009a6558	0x24	EH::FuncInfo	reviewed retail metadata: MSVC90 FuncInfo header proves its 0x24-byte extent
0x99657c	DAT_009a657c	0x18	EH::UnwindMapEntry[3]	reviewed retail metadata: FuncInfo 0x996594 states=3 points to this unwind map
0x996594	DAT_009a6594	0x24	EH::FuncInfo	reviewed retail metadata: MSVC90 FuncInfo header proves its 0x24-byte extent
0x9965b8	DAT_009a65b8	0x8	EH::UnwindMapEntry	reviewed retail metadata: FuncInfo 0x9965c0 states=1 points to this unwind map
0x9965c0	DAT_009a65c0	0x24	EH::FuncInfo	reviewed retail metadata: MSVC90 FuncInfo header proves its 0x24-byte extent
0x9965e4	DAT_009a65e4	0x8	EH::UnwindMapEntry	reviewed retail metadata: FuncInfo 0x9965ec states=1 points to this unwind map
0x9965ec	DAT_009a65ec	0x24	EH::FuncInfo	reviewed retail metadata: MSVC90 FuncInfo header proves its 0x24-byte extent
0x996610	DAT_009a6610	0x8	EH::UnwindMapEntry	reviewed retail metadata: FuncInfo 0x996618 states=1 points to this unwind map
0x996618	DAT_009a6618	0x24	EH::FuncInfo	reviewed retail metadata: MSVC90 FuncInfo header proves its 0x24-byte extent
0x99663c	DAT_009a663c	0x8	EH::UnwindMapEntry	reviewed retail metadata: FuncInfo 0x996644 states=1 points to this unwind map
0x996644	DAT_009a6644	0x24	EH::FuncInfo	reviewed retail metadata: MSVC90 FuncInfo header proves its 0x24-byte extent
0x996668	DAT_009a6668	0x20	EH::UnwindMapEntry[4]	reviewed retail metadata: FuncInfo 0x996688 states=4 points to this unwind map
0x996688	DAT_009a6688	0x24	EH::FuncInfo	reviewed retail metadata: MSVC90 FuncInfo header proves its 0x24-byte extent
0x9966ac	DAT_009a66ac	0x8	EH::UnwindMapEntry	reviewed retail metadata: FuncInfo 0x9966b4 states=1 points to this unwind map
0x9966b4	DAT_009a66b4	0x24	EH::FuncInfo	reviewed retail metadata: MSVC90 FuncInfo header proves its 0x24-byte extent
0x9966d8	DAT_009a66d8	0x8	EH::UnwindMapEntry	reviewed retail metadata: FuncInfo 0x9966e0 states=1 points to this unwind map
0x9966e0	DAT_009a66e0	0x24	EH::FuncInfo	reviewed retail metadata: MSVC90 FuncInfo header proves its 0x24-byte extent
0x996708	DAT_009a6708	0x28	SEH4::ScopeTable[2]	reviewed retail metadata: SEH4 header and 2 validated scope record(s) prove this extent
0x996730	DAT_009a6730	0x1c	SEH4::ScopeTable[1]	reviewed retail metadata: SEH4 header and 1 validated scope record(s) prove this extent
0x996750	DAT_009a6750	0x1c	SEH4::ScopeTable[1]	reviewed retail metadata: SEH4 header and 1 validated scope record(s) prove this extent
0x996770	DAT_009a6770	0x1c	SEH4::ScopeTable[1]	reviewed retail metadata: SEH4 header and 1 validated scope record(s) prove this extent
0x996790	DAT_009a6790	0x1c	SEH4::ScopeTable[1]	reviewed retail metadata: SEH4 header and 1 validated scope record(s) prove this extent
0x9967b0	DAT_009a67b0	0x28	SEH4::ScopeTable[2]	reviewed retail metadata: SEH4 header and 2 validated scope record(s) prove this extent
0x9967d8	DAT_009a67d8	0x1c	SEH4::ScopeTable[1]	reviewed retail metadata: SEH4 header and 1 validated scope record(s) prove this extent
0x9967f8	DAT_009a67f8	0x1c	SEH4::ScopeTable[1]	reviewed retail metadata: SEH4 header and 1 validated scope record(s) prove this extent
0x996818	DAT_009a6818	0x1c	SEH4::ScopeTable[1]	reviewed retail metadata: SEH4 header and 1 validated scope record(s) prove this extent
0x996890	DAT_009a6890	0x1c	SEH4::ScopeTable[1]	reviewed retail metadata: SEH4 header and 1 validated scope record(s) prove this extent
0x9968b0	DAT_009a68b0	0x1c	SEH4::ScopeTable[1]	reviewed retail metadata: SEH4 header and 1 validated scope record(s) prove this extent
0x9968d0	DAT_009a68d0	0x1c	SEH4::ScopeTable[1]	reviewed retail metadata: SEH4 header and 1 validated scope record(s) prove this extent
0x9968f0	DAT_009a68f0	0x1c	SEH4::ScopeTable[1]	reviewed retail metadata: SEH4 header and 1 validated scope record(s) prove this extent
0x996910	DAT_009a6910	0x1c	SEH4::ScopeTable[1]	reviewed retail metadata: SEH4 header and 1 validated scope record(s) prove this extent
0x996930	DAT_009a6930	0x1c	SEH4::ScopeTable[1]	reviewed retail metadata: SEH4 header and 1 validated scope record(s) prove this extent
0x996950	DAT_009a6950	0x1c	SEH4::ScopeTable[1]	reviewed retail metadata: SEH4 header and 1 validated scope record(s) prove this extent
0x996970	DAT_009a6970	0x1c	SEH4::ScopeTable[1]	reviewed retail metadata: SEH4 header and 1 validated scope record(s) prove this extent
0x996990	DAT_009a6990	0x1c	SEH4::ScopeTable[1]	reviewed retail metadata: SEH4 header and 1 validated scope record(s) prove this extent
0x9969b0	DAT_009a69b0	0x1c	SEH4::ScopeTable[1]	reviewed retail metadata: SEH4 header and 1 validated scope record(s) prove this extent
0x9969d0	DAT_009a69d0	0x34	SEH4::ScopeTable[3]	reviewed retail metadata: SEH4 header and 3 validated scope record(s) prove this extent
0x996a08	DAT_009a6a08	0x1c	SEH4::ScopeTable[1]	reviewed retail metadata: SEH4 header and 1 validated scope record(s) prove this extent
0x996a28	DAT_009a6a28	0x1c	SEH4::ScopeTable[1]	reviewed retail metadata: SEH4 header and 1 validated scope record(s) prove this extent
0x996a48	DAT_009a6a48	0x1c	SEH4::ScopeTable[1]	reviewed retail metadata: SEH4 header and 1 validated scope record(s) prove this extent
0x996a68	DAT_009a6a68	0x1c	SEH4::ScopeTable[1]	reviewed retail metadata: SEH4 header and 1 validated scope record(s) prove this extent
0x996a88	DAT_009a6a88	0x28	SEH4::ScopeTable[2]	reviewed retail metadata: SEH4 header and 2 validated scope record(s) prove this extent
0x996ab0	DAT_009a6ab0	0x1c	SEH4::ScopeTable[1]	reviewed retail metadata: SEH4 header and 1 validated scope record(s) prove this extent
0x996ad0	DAT_009a6ad0	0x1c	SEH4::ScopeTable[1]	reviewed retail metadata: SEH4 header and 1 validated scope record(s) prove this extent
0x996af0	DAT_009a6af0	0x1c	SEH4::ScopeTable[1]	reviewed retail metadata: SEH4 header and 1 validated scope record(s) prove this extent
0x996b10	DAT_009a6b10	0x1c	SEH4::ScopeTable[1]	reviewed retail metadata: SEH4 header and 1 validated scope record(s) prove this extent
0x996b30	DAT_009a6b30	0x1c	SEH4::ScopeTable[1]	reviewed retail metadata: SEH4 header and 1 validated scope record(s) prove this extent
0x996b50	DAT_009a6b50	0x1c	SEH4::ScopeTable[1]	reviewed retail metadata: SEH4 header and 1 validated scope record(s) prove this extent
0x996b70	DAT_009a6b70	0x1c	SEH4::ScopeTable[1]	reviewed retail metadata: SEH4 header and 1 validated scope record(s) prove this extent
0x996b90	DAT_009a6b90	0x1c	SEH4::ScopeTable[1]	reviewed retail metadata: SEH4 header and 1 validated scope record(s) prove this extent
0x996bb0	DAT_009a6bb0	0x1c	SEH4::ScopeTable[1]	reviewed retail metadata: SEH4 header and 1 validated scope record(s) prove this extent
0x996bd0	DAT_009a6bd0	0x1c	SEH4::ScopeTable[1]	reviewed retail metadata: SEH4 header and 1 validated scope record(s) prove this extent
0x996bf0	DAT_009a6bf0	0x1c	SEH4::ScopeTable[1]	reviewed retail metadata: SEH4 header and 1 validated scope record(s) prove this extent
0x996c10	DAT_009a6c10	0x28	SEH4::ScopeTable[2]	reviewed retail metadata: SEH4 header and 2 validated scope record(s) prove this extent
0x996c38	DAT_009a6c38	0x28	SEH4::ScopeTable[2]	reviewed retail metadata: SEH4 header and 2 validated scope record(s) prove this extent
0x996c60	DAT_009a6c60	0x1c	SEH4::ScopeTable[1]	reviewed retail metadata: SEH4 header and 1 validated scope record(s) prove this extent
0x996c80	DAT_009a6c80	0x1c	SEH4::ScopeTable[1]	reviewed retail metadata: SEH4 header and 1 validated scope record(s) prove this extent
0x996ca0	DAT_009a6ca0	0x1c	SEH4::ScopeTable[1]	reviewed retail metadata: SEH4 header and 1 validated scope record(s) prove this extent
0x996cc0	DAT_009a6cc0	0x1c	SEH4::ScopeTable[1]	reviewed retail metadata: SEH4 header and 1 validated scope record(s) prove this extent
0x996ce0	DAT_009a6ce0	0x1c	SEH4::ScopeTable[1]	reviewed retail metadata: SEH4 header and 1 validated scope record(s) prove this extent
0x996d00	DAT_009a6d00	0x1c	SEH4::ScopeTable[1]	reviewed retail metadata: SEH4 header and 1 validated scope record(s) prove this extent
0x996d20	DAT_009a6d20	0x1c	SEH4::ScopeTable[1]	reviewed retail metadata: SEH4 header and 1 validated scope record(s) prove this extent
0x996d40	DAT_009a6d40	0x1c	SEH4::ScopeTable[1]	reviewed retail metadata: SEH4 header and 1 validated scope record(s) prove this extent
0x996d60	DAT_009a6d60	0x1c	SEH4::ScopeTable[1]	reviewed retail metadata: SEH4 header and 1 validated scope record(s) prove this extent
0x996d80	DAT_009a6d80	0x1c	SEH4::ScopeTable[1]	reviewed retail metadata: SEH4 header and 1 validated scope record(s) prove this extent
0x996da0	DAT_009a6da0	0x1c	SEH4::ScopeTable[1]	reviewed retail metadata: SEH4 header and 1 validated scope record(s) prove this extent
0x996dc0	DAT_009a6dc0	0x1c	SEH4::ScopeTable[1]	reviewed retail metadata: SEH4 header and 1 validated scope record(s) prove this extent
0x996de0	DAT_009a6de0	0x1c	SEH4::ScopeTable[1]	reviewed retail metadata: SEH4 header and 1 validated scope record(s) prove this extent
0x996e00	DAT_009a6e00	0x1c	SEH4::ScopeTable[1]	reviewed retail metadata: SEH4 header and 1 validated scope record(s) prove this extent
0x996e20	DAT_009a6e20	0x1c	SEH4::ScopeTable[1]	reviewed retail metadata: SEH4 header and 1 validated scope record(s) prove this extent
0x996e40	DAT_009a6e40	0x28	SEH4::ScopeTable[2]	reviewed retail metadata: SEH4 header and 2 validated scope record(s) prove this extent
0x996e68	DAT_009a6e68	0x1c	SEH4::ScopeTable[1]	reviewed retail metadata: SEH4 header and 1 validated scope record(s) prove this extent
0x996e84	DAT_009a6e84	0x10	EH::HandlerType	reviewed retail metadata: try map 0x996ea4[0] points to 1 handler(s)
0x996e94	DAT_009a6e94	0x10	EH::UnwindMapEntry[2]	reviewed retail metadata: FuncInfo 0x996eb8 states=2 points to this unwind map
0x996ea4	DAT_009a6ea4	0x14	EH::TryBlockMapEntry	reviewed retail metadata: FuncInfo 0x996eb8 try_blocks=1 points to this try map
0x996eb8	DAT_009a6eb8	0x24	EH::FuncInfo	reviewed retail metadata: MSVC90 FuncInfo header proves its 0x24-byte extent
0x996ee0	DAT_009a6ee0	0x28	SEH4::ScopeTable[2]	reviewed retail metadata: SEH4 header and 2 validated scope record(s) prove this extent
0x996f08	DAT_009a6f08	0x1c	SEH4::ScopeTable[1]	reviewed retail metadata: SEH4 header and 1 validated scope record(s) prove this extent
0x996f28	DAT_009a6f28	0x1c	SEH4::ScopeTable[1]	reviewed retail metadata: SEH4 header and 1 validated scope record(s) prove this extent
0x996f80	DAT_009a6f80	0x1c	SEH4::ScopeTable[1]	reviewed retail metadata: SEH4 header and 1 validated scope record(s) prove this extent
0x996fa0	DAT_009a6fa0	0x1c	SEH4::ScopeTable[1]	reviewed retail metadata: SEH4 header and 1 validated scope record(s) prove this extent
0x996fc0	DAT_009a6fc0	0x1c	SEH4::ScopeTable[1]	reviewed retail metadata: SEH4 header and 1 validated scope record(s) prove this extent
0x996fe0	DAT_009a6fe0	0x1c	SEH4::ScopeTable[1]	reviewed retail metadata: SEH4 header and 1 validated scope record(s) prove this extent
0x997000	DAT_009a7000	0x1c	SEH4::ScopeTable[1]	reviewed retail metadata: SEH4 header and 1 validated scope record(s) prove this extent
0x997020	DAT_009a7020	0x1c	SEH4::ScopeTable[1]	reviewed retail metadata: SEH4 header and 1 validated scope record(s) prove this extent
0x997040	DAT_009a7040	0x1c	SEH4::ScopeTable[1]	reviewed retail metadata: SEH4 header and 1 validated scope record(s) prove this extent
0x997060	DAT_009a7060	0x1c	SEH4::ScopeTable[1]	reviewed retail metadata: SEH4 header and 1 validated scope record(s) prove this extent
0x997080	DAT_009a7080	0x1c	SEH4::ScopeTable[1]	reviewed retail metadata: SEH4 header and 1 validated scope record(s) prove this extent
0x9970a0	DAT_009a70a0	0x1c	SEH4::ScopeTable[1]	reviewed retail metadata: SEH4 header and 1 validated scope record(s) prove this extent
0x9970c0	DAT_009a70c0	0x1c	SEH4::ScopeTable[1]	reviewed retail metadata: SEH4 header and 1 validated scope record(s) prove this extent
0x9970e0	DAT_009a70e0	0x1c	SEH4::ScopeTable[1]	reviewed retail metadata: SEH4 header and 1 validated scope record(s) prove this extent
0x9970fc	DAT_009a70fc	0x8	EH::UnwindMapEntry	reviewed retail metadata: FuncInfo 0x997104 states=1 points to this unwind map
0x997104	DAT_009a7104	0x24	EH::FuncInfo	reviewed retail metadata: MSVC90 FuncInfo header proves its 0x24-byte extent
0x997128	DAT_009a7128	0x8	EH::UnwindMapEntry	reviewed retail metadata: FuncInfo 0x997130 states=1 points to this unwind map
0x997130	DAT_009a7130	0x24	EH::FuncInfo	reviewed retail metadata: MSVC90 FuncInfo header proves its 0x24-byte extent
0x997154	DAT_009a7154	0x18	EH::UnwindMapEntry[3]	reviewed retail metadata: FuncInfo 0x99716c states=3 points to this unwind map
0x99716c	DAT_009a716c	0x24	EH::FuncInfo	reviewed retail metadata: MSVC90 FuncInfo header proves its 0x24-byte extent
0x997190	DAT_009a7190	0x18	EH::UnwindMapEntry[3]	reviewed retail metadata: FuncInfo 0x9971a8 states=3 points to this unwind map
0x9971a8	DAT_009a71a8	0x24	EH::FuncInfo	reviewed retail metadata: MSVC90 FuncInfo header proves its 0x24-byte extent
0x9971cc	DAT_009a71cc	0x20	EH::UnwindMapEntry[4]	reviewed retail metadata: FuncInfo 0x9971ec states=4 points to this unwind map
0x9971ec	DAT_009a71ec	0x24	EH::FuncInfo	reviewed retail metadata: MSVC90 FuncInfo header proves its 0x24-byte extent
0x997210	DAT_009a7210	0x24	EH::FuncInfo	reviewed retail metadata: MSVC90 FuncInfo header proves its 0x24-byte extent
0x997234	DAT_009a7234	0x28	EH::UnwindMapEntry[5]	reviewed retail metadata: FuncInfo 0x997210 states=5 points to this unwind map
0x99725c	DAT_009a725c	0x8	EH::UnwindMapEntry	reviewed retail metadata: FuncInfo 0x997264 states=1 points to this unwind map
0x997264	DAT_009a7264	0x24	EH::FuncInfo	reviewed retail metadata: MSVC90 FuncInfo header proves its 0x24-byte extent
0x997288	DAT_009a7288	0x8	EH::UnwindMapEntry	reviewed retail metadata: FuncInfo 0x997290 states=1 points to this unwind map
0x997290	DAT_009a7290	0x24	EH::FuncInfo	reviewed retail metadata: MSVC90 FuncInfo header proves its 0x24-byte extent
0x9972b4	DAT_009a72b4	0x8	EH::UnwindMapEntry	reviewed retail metadata: FuncInfo 0x9972bc states=1 points to this unwind map
0x9972bc	DAT_009a72bc	0x24	EH::FuncInfo	reviewed retail metadata: MSVC90 FuncInfo header proves its 0x24-byte extent
0x9972e0	DAT_009a72e0	0x8	EH::UnwindMapEntry	reviewed retail metadata: FuncInfo 0x9972e8 states=1 points to this unwind map
0x9972e8	DAT_009a72e8	0x24	EH::FuncInfo	reviewed retail metadata: MSVC90 FuncInfo header proves its 0x24-byte extent
0x99730c	DAT_009a730c	0x8	EH::UnwindMapEntry	reviewed retail metadata: FuncInfo 0x997314 states=1 points to this unwind map
0x997314	DAT_009a7314	0x24	EH::FuncInfo	reviewed retail metadata: MSVC90 FuncInfo header proves its 0x24-byte extent
0x997338	DAT_009a7338	0x8	EH::UnwindMapEntry	reviewed retail metadata: FuncInfo 0x997340 states=1 points to this unwind map
0x997340	DAT_009a7340	0x24	EH::FuncInfo	reviewed retail metadata: MSVC90 FuncInfo header proves its 0x24-byte extent
0x997364	DAT_009a7364	0x10	EH::UnwindMapEntry[2]	reviewed retail metadata: FuncInfo 0x997374 states=2 points to this unwind map
0x997374	DAT_009a7374	0x24	EH::FuncInfo	reviewed retail metadata: MSVC90 FuncInfo header proves its 0x24-byte extent
0x997398	DAT_009a7398	0x8	EH::UnwindMapEntry	reviewed retail metadata: FuncInfo 0x9973a0 states=1 points to this unwind map
0x9973a0	DAT_009a73a0	0x24	EH::FuncInfo	reviewed retail metadata: MSVC90 FuncInfo header proves its 0x24-byte extent
0x9973c4	DAT_009a73c4	0x8	EH::UnwindMapEntry	reviewed retail metadata: FuncInfo 0x9973cc states=1 points to this unwind map
0x9973cc	DAT_009a73cc	0x24	EH::FuncInfo	reviewed retail metadata: MSVC90 FuncInfo header proves its 0x24-byte extent
0x9973f0	DAT_009a73f0	0x8	EH::UnwindMapEntry	reviewed retail metadata: FuncInfo 0x9973f8 states=1 points to this unwind map
0x9973f8	DAT_009a73f8	0x24	EH::FuncInfo	reviewed retail metadata: MSVC90 FuncInfo header proves its 0x24-byte extent
0x99741c	DAT_009a741c	0x8	EH::UnwindMapEntry	SpeedTree Parser.obj one-entry MSVC x86 unwind map; FuncInfo 0x997424 records states=1 and the action points to funclet 0x7c3910
0x997424	DAT_009a7424	0x24	EH::FuncInfo	SpeedTree Parser.obj MSVC x86 FuncInfo for function 0x1a8a70; magic 0x19930522, one state, no try or IP maps, exact 0x24-byte record
0x997448	DAT_009a7448	0x8	EH::UnwindMapEntry	reviewed retail metadata: FuncInfo 0x997450 states=1 points to this unwind map
0x997450	DAT_009a7450	0x24	EH::FuncInfo	reviewed retail metadata: MSVC90 FuncInfo header proves its 0x24-byte extent
0x997474	DAT_009a7474	0x8	EH::UnwindMapEntry	reviewed retail metadata: FuncInfo 0x99747c states=1 points to this unwind map
0x99747c	DAT_009a747c	0x24	EH::FuncInfo	reviewed retail metadata: MSVC90 FuncInfo header proves its 0x24-byte extent
0x9974a0	DAT_009a74a0	0x8	EH::UnwindMapEntry	reviewed retail metadata: FuncInfo 0x9974a8 states=1 points to this unwind map
0x9974a8	DAT_009a74a8	0x24	EH::FuncInfo	reviewed retail metadata: MSVC90 FuncInfo header proves its 0x24-byte extent
0x9974cc	DAT_009a74cc	0x8	EH::UnwindMapEntry	reviewed retail metadata: FuncInfo 0x9974d4 states=1 points to this unwind map
0x9974d4	DAT_009a74d4	0x24	EH::FuncInfo	reviewed retail metadata: MSVC90 FuncInfo header proves its 0x24-byte extent
0x9974f8	DAT_009a74f8	0x8	EH::UnwindMapEntry	reviewed retail metadata: FuncInfo 0x997500 states=1 points to this unwind map
0x997500	DAT_009a7500	0x24	EH::FuncInfo	reviewed retail metadata: MSVC90 FuncInfo header proves its 0x24-byte extent
0x997524	DAT_009a7524	0x10	EH::UnwindMapEntry[2]	reviewed retail metadata: FuncInfo 0x997534 states=2 points to this unwind map
0x997534	DAT_009a7534	0x24	EH::FuncInfo	reviewed retail metadata: MSVC90 FuncInfo header proves its 0x24-byte extent
0x997558	DAT_009a7558	0x24	EH::FuncInfo	reviewed retail metadata: MSVC90 FuncInfo header proves its 0x24-byte extent
0x99757c	DAT_009a757c	0x28	EH::UnwindMapEntry[5]	reviewed retail metadata: FuncInfo 0x997558 states=5 points to this unwind map
0x9975a4	DAT_009a75a4	0x20	EH::UnwindMapEntry[4]	reviewed retail metadata: FuncInfo 0x9975c4 states=4 points to this unwind map
0x9975c4	DAT_009a75c4	0x24	EH::FuncInfo	reviewed retail metadata: MSVC90 FuncInfo header proves its 0x24-byte extent
0x9975e8	DAT_009a75e8	0x8	EH::UnwindMapEntry	reviewed retail metadata: FuncInfo 0x9975f0 states=1 points to this unwind map
0x9975f0	DAT_009a75f0	0x24	EH::FuncInfo	reviewed retail metadata: MSVC90 FuncInfo header proves its 0x24-byte extent
0x997614	DAT_009a7614	0x18	EH::UnwindMapEntry[3]	reviewed retail metadata: FuncInfo 0x99762c states=3 points to this unwind map
0x99762c	DAT_009a762c	0x24	EH::FuncInfo	reviewed retail metadata: MSVC90 FuncInfo header proves its 0x24-byte extent
0x997650	DAT_009a7650	0x24	EH::FuncInfo	reviewed retail metadata: MSVC90 FuncInfo header proves its 0x24-byte extent
0x997674	DAT_009a7674	0x28	EH::UnwindMapEntry[5]	reviewed retail metadata: FuncInfo 0x997650 states=5 points to this unwind map
0x99769c	DAT_009a769c	0x8	EH::UnwindMapEntry	reviewed retail metadata: FuncInfo 0x9976a4 states=1 points to this unwind map
0x9976a4	DAT_009a76a4	0x24	EH::FuncInfo	reviewed retail metadata: MSVC90 FuncInfo header proves its 0x24-byte extent
0x9976c8	DAT_009a76c8	0x8	EH::UnwindMapEntry	reviewed retail metadata: FuncInfo 0x9976d0 states=1 points to this unwind map
0x9976d0	DAT_009a76d0	0x24	EH::FuncInfo	reviewed retail metadata: MSVC90 FuncInfo header proves its 0x24-byte extent
0x9976f4	DAT_009a76f4	0x8	EH::UnwindMapEntry	reviewed retail metadata: FuncInfo 0x9976fc states=1 points to this unwind map
0x9976fc	DAT_009a76fc	0x24	EH::FuncInfo	reviewed retail metadata: MSVC90 FuncInfo header proves its 0x24-byte extent
0x997720	DAT_009a7720	0x8	EH::UnwindMapEntry	reviewed retail metadata: FuncInfo 0x997728 states=1 points to this unwind map
0x997728	DAT_009a7728	0x24	EH::FuncInfo	reviewed retail metadata: MSVC90 FuncInfo header proves its 0x24-byte extent
0x99774c	DAT_009a774c	0x8	EH::UnwindMapEntry	reviewed retail metadata: FuncInfo 0x997754 states=1 points to this unwind map
0x997754	DAT_009a7754	0x24	EH::FuncInfo	reviewed retail metadata: MSVC90 FuncInfo header proves its 0x24-byte extent
0x997778	DAT_009a7778	0x8	EH::UnwindMapEntry	reviewed retail metadata: FuncInfo 0x997780 states=1 points to this unwind map
